sentence,frame,polarity,verb,veridicalitynorm
Someone didn\'t bullshit a particular person to have a particular thing.,NP V NP to VP,negative,bullshit,-0.97232056
Someone bullshitted a particular person to have a particular thing.,NP V NP to VP,positive,bullshit,-0.97232056
Someone didn\'t prophesy that a particular thing happened,NP V that S,negative,prophesy,-0.9745127
Someone prophesied that a particular thing happened,NP V that S,positive,prophesy,-0.9745127
Someone didn\'t imagine a particular person to have a particular thing.,NP V NP to VP,negative,imagine,-0.9792113
Someone imagined a particular person to have a particular thing.,NP V NP to VP,positive,imagine,-0.9792113
A particular person didn\'t envision to have a particular thing.,NP V to VP,negative,envision,-0.9804503
A particular person envisioned to have a particular thing.,NP V to VP,positive,envision,-0.9804503
A particular person was phoned to do a particular thing.,NP was Ved to VP,positive,phone,-0.9808191
A particular person wasn\'t phoned to do a particular thing.,NP was Ved to VP,negative,phone,-0.9808191
A particular person mused to have a particular thing.,NP V to VP,positive,muse,-0.98422885
A particular person didn\'t muse to have a particular thing.,NP V to VP,negative,muse,-0.98422885
A particular person wasn\'t recommended to have a particular thing.,NP was Ved to VP,negative,recommend,-0.9843702
A particular person was recommended to have a particular thing.,NP was Ved to VP,positive,recommend,-0.9843702
A particular person stopped to do a particular thing.,NP V to VP,positive,stop,-0.9874121
A particular person didn\'t stop to do a particular thing.,NP V to VP,negative,stop,-0.9874121
Someone stipulated that a particular thing happened,NP V that S,positive,stipulate,-0.9875428
Someone didn\'t stipulate that a particular thing happened,NP V that S,negative,stipulate,-0.9875428
Someone typed that a particular thing happened,NP V that S,positive,type,-0.98757154
Someone didn\'t type that a particular thing happened,NP V that S,negative,type,-0.98757154
A particular person was envisioned to do a particular thing.,NP was Ved to VP,positive,envision,-0.99221796
A particular person wasn\'t envisioned to do a particular thing.,NP was Ved to VP,negative,envision,-0.99221796
A particular person wasn\'t envisioned to have a particular thing.,NP was Ved to VP,negative,envision,-0.9924697
A particular person was envisioned to have a particular thing.,NP was Ved to VP,positive,envision,-0.9924697
A particular person didn\'t compete to do a particular thing.,NP V to VP,negative,compete,-0.9970387
A particular person competed to do a particular thing.,NP V to VP,positive,compete,-0.9970387
Someone didn\'t quip that a particular thing happened,NP V that S,negative,quip,-0.99822086
Someone quipped that a particular thing happened,NP V that S,positive,quip,-0.99822086
A particular person was registered to do a particular thing.,NP was Ved to VP,positive,register,-0.9989843
A particular person wasn\'t registered to do a particular thing.,NP was Ved to VP,negative,register,-0.9989843
A particular person didn\'t yelp to do a particular thing.,NP V to VP,negative,yelp,-1.0000666
A particular person yelped to do a particular thing.,NP V to VP,positive,yelp,-1.0000666
A particular person wasn\'t offered to have a particular thing.,NP was Ved to VP,negative,offer,-1.0009488
A particular person was offered to have a particular thing.,NP was Ved to VP,positive,offer,-1.0009488
A particular person didn\'t be to do a particular thing.,NP V to VP,negative,be,-1.0062782
A particular person were to do a particular thing.,NP V to VP,positive,be,-1.0062782
Someone asked a particular person to do a particular thing.,NP V NP to VP,positive,ask,-1.0088996
Someone didn\'t ask a particular person to do a particular thing.,NP V NP to VP,negative,ask,-1.0088996
A particular person didn\'t need to have a particular thing.,NP V to VP,negative,need,-1.0098436
A particular person needed to have a particular thing.,NP V to VP,positive,need,-1.0098436
Someone didn\'t desire that a particular thing happened,NP V that S,negative,desire,-1.0105103
Someone desired that a particular thing happened,NP V that S,positive,desire,-1.0105103
A particular person didn\'t go to do a particular thing.,NP V to VP,negative,go,-1.0129479
A particular person went to do a particular thing.,NP V to VP,positive,go,-1.0129479
A particular person didn\'t request to have a particular thing.,NP V to VP,negative,request,-1.014041
A particular person requested to have a particular thing.,NP V to VP,positive,request,-1.014041
A particular person was calculated to have a particular thing.,NP was Ved to VP,positive,calculate,-1.01651
A particular person wasn\'t calculated to have a particular thing.,NP was Ved to VP,negative,calculate,-1.01651
Someone mused that a particular thing happened,NP V that S,positive,muse,-1.0166048
Someone didn\'t muse that a particular thing happened,NP V that S,negative,muse,-1.0166048
Someone didn\'t elect a particular person to do a particular thing.,NP V NP to VP,negative,elect,-1.0199994
Someone elected a particular person to do a particular thing.,NP V NP to VP,positive,elect,-1.0199994
A particular person desired to do a particular thing.,NP V to VP,positive,desire,-1.0232694
A particular person didn\'t desire to do a particular thing.,NP V to VP,negative,desire,-1.0232694
A particular person was meant to do a particular thing.,NP was Ved to VP,positive,mean,-1.0265934
A particular person wasn\'t meant to do a particular thing.,NP was Ved to VP,negative,mean,-1.0265934
Someone feared that a particular thing happened,NP V that S,positive,fear,-1.0267316
Someone didn\'t fear that a particular thing happened,NP V that S,negative,fear,-1.0267316
Someone inquired for a particular thing to happen.,NP V for NP to VP,positive,inquire,-1.0292535
Someone didn\'t inquire for a particular thing to happen.,NP V for NP to VP,negative,inquire,-1.0292535
Someone tickled a particular person to do a particular thing.,NP V NP to VP,positive,tickle,-1.0309032
Someone didn\'t tickle a particular person to do a particular thing.,NP V NP to VP,negative,tickle,-1.0309032
A particular person screamed to do a particular thing.,NP V to VP,positive,scream,-1.0327655
A particular person didn\'t scream to do a particular thing.,NP V to VP,negative,scream,-1.0327655
Someone didn\'t seek a particular person to do a particular thing.,NP V NP to VP,negative,seek,-1.0329423
Someone sought a particular person to do a particular thing.,NP V NP to VP,positive,seek,-1.0329423
A particular person didn\'t vote to do a particular thing.,NP V to VP,negative,vote,-1.0363083
A particular person voted to do a particular thing.,NP V to VP,positive,vote,-1.0363083
A particular person was approached to do a particular thing.,NP was Ved to VP,positive,approach,-1.0371666
A particular person wasn\'t approached to do a particular thing.,NP was Ved to VP,negative,approach,-1.0371666
A particular person didn\'t design to do a particular thing.,NP V to VP,negative,design,-1.0458529
A particular person designed to do a particular thing.,NP V to VP,positive,design,-1.0458529
A particular person wasn\'t informed to do a particular thing.,NP was Ved to VP,negative,inform,-1.0458652
A particular person was informed to do a particular thing.,NP was Ved to VP,positive,inform,-1.0458652
Someone didn\'t prompt a particular person to have a particular thing.,NP V NP to VP,negative,prompt,-1.0488294
Someone prompted a particular person to have a particular thing.,NP V NP to VP,positive,prompt,-1.0488294
A particular person wasn\'t alerted to do a particular thing.,NP was Ved to VP,negative,alert,-1.0505654
A particular person was alerted to do a particular thing.,NP was Ved to VP,positive,alert,-1.0505654
A particular person was assigned to do a particular thing.,NP was Ved to VP,positive,assign,-1.0516076
A particular person wasn\'t assigned to do a particular thing.,NP was Ved to VP,negative,assign,-1.0516076
Someone didn\'t prepare a particular person to do a particular thing.,NP V NP to VP,negative,prepare,-1.0519294
Someone prepared a particular person to do a particular thing.,NP V NP to VP,positive,prepare,-1.0519294
A particular person didn\'t remember to do a particular thing.,NP V to VP,negative,remember,-1.0520145
A particular person remembered to do a particular thing.,NP V to VP,positive,remember,-1.0520145
Someone phoned a particular person to do a particular thing.,NP V NP to VP,positive,phone,-1.0558807
Someone didn\'t phone a particular person to do a particular thing.,NP V NP to VP,negative,phone,-1.0558807
Someone didn\'t approach a particular person to do a particular thing.,NP V NP to VP,negative,approach,-1.0574346
Someone approached a particular person to do a particular thing.,NP V NP to VP,positive,approach,-1.0574346
A particular person undertook to do a particular thing.,NP V to VP,positive,undertake,-1.0610967
A particular person didn\'t undertake to do a particular thing.,NP V to VP,negative,undertake,-1.0610967
Someone didn\'t implore a particular person to have a particular thing.,NP V NP to VP,negative,implore,-1.0618092
Someone implored a particular person to have a particular thing.,NP V NP to VP,positive,implore,-1.0618092
Someone disbelieved that a particular thing happened,NP V that S,positive,disbelieve,-1.0644243
Someone didn\'t disbelieve that a particular thing happened,NP V that S,negative,disbelieve,-1.0644243
Someone debated that a particular thing happened,NP V that S,positive,debate,-1.0678893
Someone didn\'t debate that a particular thing happened,NP V that S,negative,debate,-1.0678893
A particular person anticipated to do a particular thing.,NP V to VP,positive,anticipate,-1.06948
A particular person didn\'t anticipate to do a particular thing.,NP V to VP,negative,anticipate,-1.06948
Someone didn\'t misjudge a particular person to have a particular thing.,NP V NP to VP,negative,misjudge,-1.0757204
Someone misjudged a particular person to have a particular thing.,NP V NP to VP,positive,misjudge,-1.0757204
Someone hallucinated that a particular thing happened,NP V that S,positive,hallucinate,-1.0771564
Someone didn\'t hallucinate that a particular thing happened,NP V that S,negative,hallucinate,-1.0771564
Someone notified a particular person to do a particular thing.,NP V NP to VP,positive,notify,-1.0780464
Someone didn\'t notify a particular person to do a particular thing.,NP V NP to VP,negative,notify,-1.0780464
Someone didn\'t hire a particular person to do a particular thing.,NP V NP to VP,negative,hire,-1.0827044
Someone hired a particular person to do a particular thing.,NP V NP to VP,positive,hire,-1.0827044
Someone didn\'t surmise that a particular thing happened,NP V that S,negative,surmise,-1.0870689
Someone surmised that a particular thing happened,NP V that S,positive,surmise,-1.0870689
A particular person didn\'t help to do a particular thing.,NP V to VP,negative,help,-1.0871261
A particular person helped to do a particular thing.,NP V to VP,positive,help,-1.0871261
Someone didn\'t challenge that a particular thing happened,NP V that S,negative,challenge,-1.0893192
Someone challenged that a particular thing happened,NP V that S,positive,challenge,-1.0893192
A particular person didn\'t picket to do a particular thing.,NP V to VP,negative,picket,-1.0920303
A particular person picketed to do a particular thing.,NP V to VP,positive,picket,-1.0920303
A particular person was interpreted to have a particular thing.,NP was Ved to VP,positive,interpret,-1.0954609
A particular person wasn\'t interpreted to have a particular thing.,NP was Ved to VP,negative,interpret,-1.0954609
Someone forecasted that a particular thing happened,NP V that S,positive,forecast,-1.0988277
Someone didn\'t forecast that a particular thing happened,NP V that S,negative,forecast,-1.0988277
Someone reasoned out that a particular thing happened,NP V that S,positive,reason_out,-1.1002591
Someone didn\'t reason out that a particular thing happened,NP V that S,negative,reason_out,-1.1002591
Someone decided that a particular thing happened,NP V that S,positive,decide,-1.1008282
Someone didn\'t decide that a particular thing happened,NP V that S,negative,decide,-1.1008282
Someone daydreamed for a particular thing to happen.,NP V for NP to VP,positive,daydream,-1.107593
Someone didn\'t daydream for a particular thing to happen.,NP V for NP to VP,negative,daydream,-1.107593
Someone didn\'t argue that a particular thing happened,NP V that S,negative,argue,-1.1076092
Someone argued that a particular thing happened,NP V that S,positive,argue,-1.1076092
A particular person remained to do a particular thing.,NP V to VP,positive,remain,-1.1079814
A particular person didn\'t remain to do a particular thing.,NP V to VP,negative,remain,-1.1079814
Someone envisioned a particular person to do a particular thing.,NP V NP to VP,positive,envision,-1.112762
Someone didn\'t envision a particular person to do a particular thing.,NP V NP to VP,negative,envision,-1.112762
Someone figured that a particular thing happened,NP V that S,positive,figure,-1.112997
Someone didn\'t figure that a particular thing happened,NP V that S,negative,figure,-1.112997
A particular person didn\'t imply to do a particular thing.,NP V to VP,negative,imply,-1.1147112
A particular person implied to do a particular thing.,NP V to VP,positive,imply,-1.1147112
A particular person forgot to have a particular thing.,NP V to VP,positive,forget,-1.1257786
A particular person didn\'t forget to have a particular thing.,NP V to VP,negative,forget,-1.1257786
A particular person wasn\'t opposed to do a particular thing.,NP was Ved to VP,negative,oppose,-1.1338553
A particular person was opposed to do a particular thing.,NP was Ved to VP,positive,oppose,-1.1338553
Someone didn\'t bug a particular person to do a particular thing.,NP V NP to VP,negative,bug,-1.1341424
Someone bugged a particular person to do a particular thing.,NP V NP to VP,positive,bug,-1.1341424
Someone was quoted that a particular thing happened,NP was Ved that S,positive,quote,-1.1365559
Someone wasn\'t quoted that a particular thing happened,NP was Ved that S,negative,quote,-1.1365559
Someone didn\'t negotiate that a particular thing happened,NP V that S,negative,negotiate,-1.1388777
Someone negotiated that a particular thing happened,NP V that S,positive,negotiate,-1.1388777
A particular person yelled to do a particular thing.,NP V to VP,positive,yell,-1.1391302
A particular person didn\'t yell to do a particular thing.,NP V to VP,negative,yell,-1.1391302
A particular person wasn\'t said to do a particular thing.,NP was Ved to VP,negative,say,-1.1415812
A particular person was said to do a particular thing.,NP was Ved to VP,positive,say,-1.1415812
Someone wasn\'t assured that a particular thing happened,NP was Ved that S,negative,assure,-1.1437639
Someone was assured that a particular thing happened,NP was Ved that S,positive,assure,-1.1437639
A particular person longed to do a particular thing.,NP V to VP,positive,long,-1.1445671
A particular person didn\'t long to do a particular thing.,NP V to VP,negative,long,-1.1445671
Someone gabbed a particular person to do a particular thing.,NP V NP to VP,positive,gab,-1.1483337
Someone didn\'t gab a particular person to do a particular thing.,NP V NP to VP,negative,gab,-1.1483337
A particular person prayed to have a particular thing.,NP V to VP,positive,pray,-1.1490242
A particular person didn\'t pray to have a particular thing.,NP V to VP,negative,pray,-1.1490242
Someone didn\'t deny that a particular thing happened,NP V that S,negative,deny,-1.1521116
Someone denied that a particular thing happened,NP V that S,positive,deny,-1.1521116
A particular person was motivated to have a particular thing.,NP was Ved to VP,positive,motivate,-1.1531091
A particular person wasn\'t motivated to have a particular thing.,NP was Ved to VP,negative,motivate,-1.1531091
A particular person wasn\'t needed to do a particular thing.,NP was Ved to VP,negative,need,-1.1580266
A particular person was needed to do a particular thing.,NP was Ved to VP,positive,need,-1.1580266
A particular person hungered to do a particular thing.,NP V to VP,positive,hunger,-1.1604526
A particular person didn\'t hunger to do a particular thing.,NP V to VP,negative,hunger,-1.1604526
Someone dared for a particular thing to happen.,NP V for NP to VP,positive,dare,-1.1640215
Someone didn\'t dare for a particular thing to happen.,NP V for NP to VP,negative,dare,-1.1640215
A particular person deemed to have a particular thing.,NP V to VP,positive,deem,-1.1647832
A particular person didn\'t deem to have a particular thing.,NP V to VP,negative,deem,-1.1647832
A particular person wasn\'t declined to have a particular thing.,NP was Ved to VP,negative,decline,-1.1655638
A particular person was declined to have a particular thing.,NP was Ved to VP,positive,decline,-1.1655638
A particular person wasn\'t fantasized to have a particular thing.,NP was Ved to VP,negative,fantasize,-1.1708192
A particular person was fantasized to have a particular thing.,NP was Ved to VP,positive,fantasize,-1.1708192
Someone didn\'t tease that a particular thing happened,NP V that S,negative,tease,-1.1748431
Someone teased that a particular thing happened,NP V that S,positive,tease,-1.1748431
A particular person didn\'t concur to do a particular thing.,NP V to VP,negative,concur,-1.1794133
A particular person concurred to do a particular thing.,NP V to VP,positive,concur,-1.1794133
A particular person tried to have a particular thing.,NP V to VP,positive,try,-1.1824772
A particular person didn\'t try to have a particular thing.,NP V to VP,negative,try,-1.1824772
Someone didn\'t communicate for a particular thing to happen.,NP V for NP to VP,negative,communicate,-1.1826352
Someone communicated for a particular thing to happen.,NP V for NP to VP,positive,communicate,-1.1826352
A particular person didn\'t pine to have a particular thing.,NP V to VP,negative,pine,-1.183213
A particular person pined to have a particular thing.,NP V to VP,positive,pine,-1.183213
Someone didn\'t believe that a particular thing happened,NP V that S,negative,believe,-1.1882768
Someone believed that a particular thing happened,NP V that S,positive,believe,-1.1882768
A particular person was tempted to do a particular thing.,NP was Ved to VP,positive,tempt,-1.1989263
A particular person wasn\'t tempted to do a particular thing.,NP was Ved to VP,negative,tempt,-1.1989263
Someone didn\'t promise that a particular thing happened,NP V that S,negative,promise,-1.2026173
Someone promised that a particular thing happened,NP V that S,positive,promise,-1.2026173
Someone didn\'t indict that a particular thing happened,NP V that S,negative,indict,-1.2042711
Someone indicted that a particular thing happened,NP V that S,positive,indict,-1.2042711
A particular person wasn\'t signed up to do a particular thing.,NP was Ved to VP,negative,sign_up,-1.2086297
A particular person was signed up to do a particular thing.,NP was Ved to VP,positive,sign_up,-1.2086297
A particular person wanted to have a particular thing.,NP V to VP,positive,want,-1.2111801
A particular person didn\'t want to have a particular thing.,NP V to VP,negative,want,-1.2111801
A particular person was prepared to do a particular thing.,NP was Ved to VP,positive,prepare,-1.2193891
A particular person wasn\'t prepared to do a particular thing.,NP was Ved to VP,negative,prepare,-1.2193891
Someone didn\'t will that a particular thing happened,NP V that S,negative,will,-1.2212994
Someone willed that a particular thing happened,NP V that S,positive,will,-1.2212994
A particular person was chosen to do a particular thing.,NP was Ved to VP,positive,choose,-1.2217157
A particular person wasn\'t chosen to do a particular thing.,NP was Ved to VP,negative,choose,-1.2217157
Someone tried for a particular thing to happen.,NP V for NP to VP,positive,try,-1.2232312
Someone didn\'t try for a particular thing to happen.,NP V for NP to VP,negative,try,-1.2232312
Someone didn\'t hint that a particular thing happened,NP V that S,negative,hint,-1.2236105
Someone hinted that a particular thing happened,NP V that S,positive,hint,-1.2236105
A particular person aimed to have a particular thing.,NP V to VP,positive,aim,-1.2322601
A particular person didn\'t aim to have a particular thing.,NP V to VP,negative,aim,-1.2322601
Someone implored that a particular thing happened,NP V that S,positive,implore,-1.2324593
Someone didn\'t implore that a particular thing happened,NP V that S,negative,implore,-1.2324593
Someone didn\'t warrant that a particular thing happened,NP V that S,negative,warrant,-1.2490848
Someone warranted that a particular thing happened,NP V that S,positive,warrant,-1.2490848
A particular person sought to do a particular thing.,NP V to VP,positive,seek,-1.2491192
A particular person didn\'t seek to do a particular thing.,NP V to VP,negative,seek,-1.2491192
Someone didn\'t feel that a particular thing happened,NP V that S,negative,feel,-1.2505344
Someone felt that a particular thing happened,NP V that S,positive,feel,-1.2505344
A particular person wasn\'t hired to do a particular thing.,NP was Ved to VP,negative,hire,-1.2561582
A particular person was hired to do a particular thing.,NP was Ved to VP,positive,hire,-1.2561582
Someone didn\'t fax a particular person to do a particular thing.,NP V NP to VP,negative,fax,-1.259979
Someone faxed a particular person to do a particular thing.,NP V NP to VP,positive,fax,-1.259979
A particular person didn\'t fancy to have a particular thing.,NP V to VP,negative,fancy,-1.2621844
A particular person fancied to have a particular thing.,NP V to VP,positive,fancy,-1.2621844
A particular person certified to have a particular thing.,NP V to VP,positive,certify,-1.2623235
A particular person didn\'t certify to have a particular thing.,NP V to VP,negative,certify,-1.2623235
A particular person wasn\'t prohibited to have a particular thing.,NP was Ved to VP,negative,prohibit,-1.2625264
A particular person was prohibited to have a particular thing.,NP was Ved to VP,positive,prohibit,-1.2625264
A particular person was imagined to do a particular thing.,NP was Ved to VP,positive,imagine,-1.2638941
A particular person wasn\'t imagined to do a particular thing.,NP was Ved to VP,negative,imagine,-1.2638941
A particular person hankered to have a particular thing.,NP V to VP,positive,hanker,-1.2704697
A particular person didn\'t hanker to have a particular thing.,NP V to VP,negative,hanker,-1.2704697
A particular person was arranged to do a particular thing.,NP was Ved to VP,positive,arrange,-1.2800431
A particular person wasn\'t arranged to do a particular thing.,NP was Ved to VP,negative,arrange,-1.2800431
A particular person didn\'t recognize to do a particular thing.,NP V to VP,negative,recognize,-1.2827014
A particular person recognized to do a particular thing.,NP V to VP,positive,recognize,-1.2827014
A particular person wasn\'t refused to have a particular thing.,NP was Ved to VP,negative,refuse,-1.2850757
A particular person was refused to have a particular thing.,NP was Ved to VP,positive,refuse,-1.2850757
A particular person said to do a particular thing.,NP V to VP,positive,say,-1.2857525
A particular person didn\'t say to do a particular thing.,NP V to VP,negative,say,-1.2857525
A particular person wasn\'t allowed to do a particular thing.,NP was Ved to VP,negative,allow,-1.2868168
A particular person was allowed to do a particular thing.,NP was Ved to VP,positive,allow,-1.2868168
Someone ruminated that a particular thing happened,NP V that S,positive,ruminate,-1.2935194
Someone didn\'t ruminate that a particular thing happened,NP V that S,negative,ruminate,-1.2935194
Someone didn\'t presume that a particular thing happened,NP V that S,negative,presume,-1.3043793
Someone presumed that a particular thing happened,NP V that S,positive,presume,-1.3043793
Someone didn\'t check that a particular thing happened,NP V that S,negative,check,-1.3044962
Someone checked that a particular thing happened,NP V that S,positive,check,-1.3044962
A particular person refused to have a particular thing.,NP V to VP,positive,refuse,-1.3089916
A particular person didn\'t refuse to have a particular thing.,NP V to VP,negative,refuse,-1.3089916
Someone declared that a particular thing happened,NP V that S,positive,declare,-1.3133706
Someone didn\'t declare that a particular thing happened,NP V that S,negative,declare,-1.3133706
A particular person proposed to have a particular thing.,NP V to VP,positive,propose,-1.3134656
A particular person didn\'t propose to have a particular thing.,NP V to VP,negative,propose,-1.3134656
A particular person didn\'t apply to do a particular thing.,NP V to VP,negative,apply,-1.3147727
A particular person applied to do a particular thing.,NP V to VP,positive,apply,-1.3147727
Someone was questioned that a particular thing happened,NP was Ved that S,positive,question,-1.314809
Someone wasn\'t questioned that a particular thing happened,NP was Ved that S,negative,question,-1.314809
Someone refused for a particular thing to happen.,NP V for NP to VP,positive,refuse,-1.3176442
Someone didn\'t refuse for a particular thing to happen.,NP V for NP to VP,negative,refuse,-1.3176442
A particular person was misjudged to have a particular thing.,NP was Ved to VP,positive,misjudge,-1.3196038
A particular person wasn\'t misjudged to have a particular thing.,NP was Ved to VP,negative,misjudge,-1.3196038
Someone didn\'t scribble that a particular thing happened,NP V that S,negative,scribble,-1.3198324
Someone scribbled that a particular thing happened,NP V that S,positive,scribble,-1.3198324
Someone was betted that a particular thing happened,NP was Ved that S,positive,bet,-1.3239021
Someone wasn\'t betted that a particular thing happened,NP was Ved that S,negative,bet,-1.3239021
Someone didn\'t assume that a particular thing happened,NP V that S,negative,assume,-1.3247496
Someone assumed that a particular thing happened,NP V that S,positive,assume,-1.3247496
A particular person realized to do a particular thing.,NP V to VP,positive,realize,-1.3281938
A particular person didn\'t realize to do a particular thing.,NP V to VP,negative,realize,-1.3281938
Someone proposed that a particular thing happened,NP V that S,positive,propose,-1.3296802
Someone didn\'t propose that a particular thing happened,NP V that S,negative,propose,-1.3296802
Someone wasn\'t overheard that a particular thing happened,NP was Ved that S,negative,overhear,-1.3418466
Someone was overheard that a particular thing happened,NP was Ved that S,positive,overhear,-1.3418466
Someone radioed a particular person to do a particular thing.,NP V NP to VP,positive,radio,-1.3441412
Someone didn\'t radio a particular person to do a particular thing.,NP V NP to VP,negative,radio,-1.3441412
A particular person yearned to do a particular thing.,NP V to VP,positive,yearn,-1.3526602
A particular person didn\'t yearn to do a particular thing.,NP V to VP,negative,yearn,-1.3526602
A particular person obsessed to have a particular thing.,NP V to VP,positive,obsess,-1.3566836
A particular person didn\'t obsess to have a particular thing.,NP V to VP,negative,obsess,-1.3566836
A particular person signed up to have a particular thing.,NP V to VP,positive,sign_up,-1.3673615
A particular person didn\'t sign up to have a particular thing.,NP V to VP,negative,sign_up,-1.3673615
A particular person lusted to have a particular thing.,NP V to VP,positive,lust,-1.3944796
A particular person didn\'t lust to have a particular thing.,NP V to VP,negative,lust,-1.3944796
A particular person was interested to have a particular thing.,NP was Ved to VP,positive,interest,-1.394574
A particular person wasn\'t interested to have a particular thing.,NP was Ved to VP,negative,interest,-1.394574
Someone estimated that a particular thing happened,NP V that S,positive,estimate,-1.400315
Someone didn\'t estimate that a particular thing happened,NP V that S,negative,estimate,-1.400315
A particular person was granted to do a particular thing.,NP was Ved to VP,positive,grant,-1.4032924
A particular person wasn\'t granted to do a particular thing.,NP was Ved to VP,negative,grant,-1.4032924
Someone didn\'t bet that a particular thing happened,NP V that S,negative,bet,-1.4064775
Someone betted that a particular thing happened,NP V that S,positive,bet,-1.4064775
Someone elected that a particular thing happened,NP V that S,positive,elect,-1.4117305
Someone didn\'t elect that a particular thing happened,NP V that S,negative,elect,-1.4117305
Someone refused a particular person to do a particular thing.,NP V NP to VP,positive,refuse,-1.4356389
Someone didn\'t refuse a particular person to do a particular thing.,NP V NP to VP,negative,refuse,-1.4356389
Someone didn\'t claim that a particular thing happened,NP V that S,negative,claim,-1.4444056
Someone claimed that a particular thing happened,NP V that S,positive,claim,-1.4444056
Someone didn\'t select that a particular thing happened,NP V that S,negative,select,-1.4451351
Someone selected that a particular thing happened,NP V that S,positive,select,-1.4451351
Someone didn\'t picture that a particular thing happened,NP V that S,negative,picture,-1.4499329
Someone pictured that a particular thing happened,NP V that S,positive,picture,-1.4499329
A particular person applied to have a particular thing.,NP V to VP,positive,apply,-1.4536986
A particular person didn\'t apply to have a particular thing.,NP V to VP,negative,apply,-1.4536986
Someone doubted that a particular thing happened,NP V that S,positive,doubt,-1.4621003
Someone didn\'t doubt that a particular thing happened,NP V that S,negative,doubt,-1.4621003
Someone generalized that a particular thing happened,NP V that S,positive,generalize,-1.4653736
Someone didn\'t generalize that a particular thing happened,NP V that S,negative,generalize,-1.4653736
Someone reconsidered that a particular thing happened,NP V that S,positive,reconsider,-1.4653792
Someone didn\'t reconsider that a particular thing happened,NP V that S,negative,reconsider,-1.4653792
A particular person was dispatched to do a particular thing.,NP was Ved to VP,positive,dispatch,-1.4777339
A particular person wasn\'t dispatched to do a particular thing.,NP was Ved to VP,negative,dispatch,-1.4777339
Someone prohibited a particular person to have a particular thing.,NP V NP to VP,positive,prohibit,-1.4795512
Someone didn\'t prohibit a particular person to have a particular thing.,NP V NP to VP,negative,prohibit,-1.4795512
Someone didn\'t perceive that a particular thing happened,NP V that S,negative,perceive,-1.4883412
Someone perceived that a particular thing happened,NP V that S,positive,perceive,-1.4883412
Someone tweeted a particular person to do a particular thing.,NP V NP to VP,positive,tweet,-1.4895875
Someone didn\'t tweet a particular person to do a particular thing.,NP V NP to VP,negative,tweet,-1.4895875
Someone didn\'t wish that a particular thing happened,NP V that S,negative,wish,-1.4969658
Someone wished that a particular thing happened,NP V that S,positive,wish,-1.4969658
A particular person was asked to do a particular thing.,NP was Ved to VP,positive,ask,-1.4978678
A particular person wasn\'t asked to do a particular thing.,NP was Ved to VP,negative,ask,-1.4978678
A particular person didn\'t plot to do a particular thing.,NP V to VP,negative,plot,-1.5055499
A particular person plotted to do a particular thing.,NP V to VP,positive,plot,-1.5055499
Someone didn\'t prohibit a particular person to do a particular thing.,NP V NP to VP,negative,prohibit,-1.5105246
Someone prohibited a particular person to do a particular thing.,NP V NP to VP,positive,prohibit,-1.5105246
Someone didn\'t request that a particular thing happened,NP V that S,negative,request,-1.5127352
Someone requested that a particular thing happened,NP V that S,positive,request,-1.5127352
Someone wasn\'t challenged that a particular thing happened,NP was Ved that S,negative,challenge,-1.5196344
Someone was challenged that a particular thing happened,NP was Ved that S,positive,challenge,-1.5196344
Someone wagered that a particular thing happened,NP V that S,positive,wager,-1.5244905
Someone didn\'t wager that a particular thing happened,NP V that S,negative,wager,-1.5244905
A particular person didn\'t interview to do a particular thing.,NP V to VP,negative,interview,-1.5417373
A particular person interviewed to do a particular thing.,NP V to VP,positive,interview,-1.5417373
A particular person wasn\'t disallowed to have a particular thing.,NP was Ved to VP,negative,disallow,-1.5556173
A particular person was disallowed to have a particular thing.,NP was Ved to VP,positive,disallow,-1.5556173
Someone derived that a particular thing happened,NP V that S,positive,derive,-1.5623398
Someone didn\'t derive that a particular thing happened,NP V that S,negative,derive,-1.5623398
Someone disproved a particular person to have a particular thing.,NP V NP to VP,positive,disprove,-1.572902
Someone didn\'t disprove a particular person to have a particular thing.,NP V NP to VP,negative,disprove,-1.572902
A particular person didn\'t offer to do a particular thing.,NP V to VP,negative,offer,-1.5749308
A particular person offered to do a particular thing.,NP V to VP,positive,offer,-1.5749308
A particular person considered to do a particular thing.,NP V to VP,positive,consider,-1.5840434
A particular person didn\'t consider to do a particular thing.,NP V to VP,negative,consider,-1.5840434
A particular person determined to have a particular thing.,NP V to VP,positive,determine,-1.5883694
A particular person didn\'t determine to have a particular thing.,NP V to VP,negative,determine,-1.5883694
A particular person didn\'t meet to do a particular thing.,NP V to VP,negative,meet,-1.5961
A particular person met to do a particular thing.,NP V to VP,positive,meet,-1.5961
A particular person didn\'t daydream to have a particular thing.,NP V to VP,negative,daydream,-1.6011904
A particular person daydreamed to have a particular thing.,NP V to VP,positive,daydream,-1.6011904
A particular person didn\'t attempt to do a particular thing.,NP V to VP,negative,attempt,-1.6087419
A particular person attempted to do a particular thing.,NP V to VP,positive,attempt,-1.6087419
A particular person wasn\'t forbidden to have a particular thing.,NP was Ved to VP,negative,forbid,-1.6146339
A particular person was forbidden to have a particular thing.,NP was Ved to VP,positive,forbid,-1.6146339
Someone didn\'t theorize that a particular thing happened,NP V that S,negative,theorize,-1.6191494
Someone theorized that a particular thing happened,NP V that S,positive,theorize,-1.6191494
Someone didn\'t fantasize that a particular thing happened,NP V that S,negative,fantasize,-1.6203246
